BRASILIADF;DF;Brasilia;Brasilia;SANTOSSP;SP;Santos;Santos;celulose;0;0
ITUVERAVASP;SP;Ituverava;Ituverava;SANTOSSP;SP;Santos;Santos;celulose;1330,341;1
LUZIANIAGO;GO;Luziania;Luziania;SANTOSSP;SP;Santos;Santos;celulose;0;0
MOGI GUACUSP;SP;Mogi Guacu;Mogi Guacu;SANTOSSP;SP;Santos;Santos;celulose;738,952;1
ORLANDIASP;SP;Orlandia;Orlandia;SANTOSSP;SP;Santos;Santos;celulose;618;0
PIRAPORAMG;MG;Pirapora;Pirapora;SANTOSSP;SP;Santos;Santos;celulose;0;0
RIBEIRAO PRETOSP;SP;Ribeirao Preto;Ribeirao Preto;SANTOSSP;SP;Santos;Santos;celulose;1124,789;1
SANTA JULIANAMG;MG;Santa Juliana;Santa Juliana;SANTOSSP;SP;Santos;Santos;celulose;833;0
SANTA LUZIAMG;MG;Santa Luzia;Santa Luzia;SANTOSSP;SP;Santos;Santos;celulose;0;0
SAO JOAQUIM DA BARRASP;SP;Sao Joaquim da Barra;Sao Joaquim da Barra;SANTOSSP;SP;Santos;Santos;celulose;1281,538;1
SERRANASP;SP;Serrana;Serrana;SANTOSSP;SP;Santos;Santos;celulose;593;0
SILVANIAGO;GO;Silvania;Silvania;SANTOSSP;SP;Santos;Santos;celulose;1705,4025;1
UBERABAMG;MG;Uberaba;Uberaba;SANTOSSP;SP;Santos;Santos;celulose;0;0
UBERLANDIAMG;MG;Uberlandia;Uberlandia;SANTOSSP;SP;Santos;Santos;celulose;869;0
URUACUGO;GO;Uruacu;Uruacu;SANTOSSP;SP;Santos;Santos;celulose;1800;1
ITURAMAMG;MG;Iturama;Iturama;SANTOSSP;SP;Santos;Santos;celulose;931,564;1
JANDAIAGO;GO;Jandaia;Jandaia;SANTOSSP;SP;Santos;Santos;celulose;1392,7025;1
OURO VERDE DE GOIASGO;GO;Ouro Verde de Goias;Ouro Verde de Goias;SANTOSSP;SP;Santos;Santos;celulose;1598,7025;1
QUIRINOPOLISGO;GO;Quirinopolis;Quirinopolis;SANTOSSP;SP;Santos;Santos;celulose;1147,7025;1
RIO VERDEGO;GO;Juranda;Rio Verde;SANTOSSP;SP;Santos;Santos;celulose;1297,7025;1
AGUA BOAMT;MT;Agua Boa;Agua Boa;SANTOSSP;SP;Santos;Santos;celulose;0;0
PARANATINGAMT;MT;Paranatinga;Paranatinga;SANTOSSP;SP;Santos;Santos;celulose;0;0
LUCAS DO RIO VERDEMT;MT;Lucas do Rio Verde;Lucas do Rio Verde;SANTOSSP;SP;Santos;Santos;celulose;0;0
BRASNORTEMT;MT;Brasnorte;Brasnorte;SANTOSSP;SP;Santos;Santos;celulose;0;0
VILHENARO;RO;Vilhena;Vilhena;SANTOSSP;SP;Santos;Santos;celulose;0;0
FIGUEIROPOLISTO;TO;Figueiropolis;Figueiropolis;SANTOSSP;SP;Santos;Santos;celulose;0;0
TAIPAS DO TOCANTINSTO;TO;Taipas do Tocantins;Taipas do Tocantins;SANTOSSP;SP;Santos;Santos;celulose;0;0
LUIS EDUARDO MAGALHAESBA;BA;Luis Eduardo Magalhaes;Luis Eduardo Magalhaes;SANTOSSP;SP;Santos;Santos;celulose;0;0
